reviews,scores
맛은 보통이고 배달이 한시반 반 정도 기다리다가 열받았음,3
계속 시켜먹고 있습니다.,5
너무 짰어요..전엔 안짜고 되게 맛있었는데...,3
완전 완전 닭볶음탕 맛집~! 원래도 맛잇지만 요래조래 요청사항 따라서 다 맞춰서 해주시니 더더 만족입니당 감사히 맛있게 잘 먹었습니당 서비스도 항상 감사해용  또 또 주문할께용 대박 맛집 추천합니다!,5
너무 맛있고 싸고 양도많고 대만족입니다 100점짜리,5
처음시켜보는데 너무맛있어요 ㅎㅎ,5
맛있는 닭도리탕 허겁지겁 먹으려다가 찍었네용ㅋㅋㅋ 맛있어서 또 시켜먹고있어요 소자인데도 양이 많고 장말 배불리 먹을수있는거 같아요 ㅎㅎ 정말 맛있게 잘먹었고 다음에 또 생각날때 시켜먹을게용!!,5
별로에요 찜닭은 아닌것같네요,1
1년넘게 이용하는 가게중 한곳 입니다. 맛.앙.가성비 다 만족합니다.,5
맛은 쏘쏘합니다 양도 많고 가격도 할인받아서 좋은데 용기가 대접으로 되어있음 더 좋겟습니다,5
음식은 대박 맛있습니다. 헌데.. 배달 상태가.. 무슨 다 세어서 왔어요... 그래도 맛있어서 잘 먹었습니다,5
항상 맛있게 잘 먹고 있어요 근데 당첨 되었다고 해서 지난번에 전달사항에 다 썻는데 당첨품이 안 왔네요 이번엔 지난번에도 당첨되었다고 해서 전달사항에 두번 당첨된 날짜 다 적었네요 두번 다 한달도 되기 전이라서 유효할테니 참고부탁드려요,5
딸아이가 먹고싶다고해 주문했는데 매콤고 맛있다네요 서비스콜라도 잘받았습니다,5
빨리 왔어요! 양도 푸짐하고  소짜 두명이서 충분해요...콜라 물 서비스 까지. 잘먹겠습니다^^,5
이미다 먹고난 다음 사진입니다! 평소에 저녁이 남편어플로 시켰을때 너무 맛있었는데 아침에 처음시켰는데 얼큰닭도리탕 맛이 아니었어요ㅠㅠ 집들이 음식이었는데 너무 아쉽네요ㅠㅠ 원래는 진짜진짜 맛있었는데ㅠㅠ,3
고추가루가 많은거 빼곤 정말 맛있었습니다!!,5
맛 양 모두 좋아요~!! 배달 1시간예상인데 25분늦게온거빼고는..,5
"여기 닭도리탕 맛집이에요,,, 정말 맛있어요!!!  순살로먹으니 뼈도없고편하게 맛잇게 잘먹엇슙니다 ❤ 서비스로 콜라와 물도 잘받았어용",5
양많고 맛있고 아주나이스♡♡,5
