reviews,scores
와 이걸 왜 이제 처음 먹어볼까 싶네요 존맛!!!! 잘 먹었습니다~~,5
잘먹었습니다 ㅎㅎㅎㅎ,5
굿~~~~~~~~~~~~,5
맛있게 잘 먹었어요~,5
배고파서 잘막었어요 근데 냄세가 좀 나에요 ㅜㅜ,4
괜찮네요!!!!!!!!!!,4
회사에서 시켜먹기 좋습니다 깔끔하고 밥양이 많아 좋습니다. 맛은 그럭저럭 합니다,4
한시간반만에 왔네요..,2
실망이에요.. 다른 리뷰에서는 어떤지 모르겠는데 양은 그렇다쳐도 음식이 조금 귄 느낌이에요 더군다나 배달이 60분 이내에 온다고 했는데 교통 체증 때문인지 1시간 40분 만에 왔슴니다. 너무 오래걸리네요,2
잘먹었습니다.,5
고치돈 정말 맛있게 잘먹었습니다~!,5
맛없거나 배달이 늦어진다고 별점 다섯개 안줘본적 없는데 살면서 별점 하나 줄 음식점이 있을지 몰랐네요 하나 주문 하는 손님 주문 받기 싫으면 최소주문금액을 높히세요. 최소주문금액 맞춰서 주문하고 나서 한시간 기다리는데 안오길래 보니까 배달기사분 없다고 주문 취소 되어있어서 한번 더 주문하니까 배달이 밀렸다고 주문취소하시더니 음식 하나 더 추가하니까 바로 주문 확인되네요. 최악입니다. 장사 열심히 하세요.,1
잘먹었습니다!!~~~,5
ㆍ,3
양이 진짜많네요 ㅋㅋㅋ 맛있게 잘먹었습니다,5
배달이 일단 너무 느리고… 뼈도 보통하나 작은거 하나들어갔는데 양이 인간적으로 너무 적어요… 그리고 거뭇거뭇한 중국산김치에 그냥 먹다말았네요 아쉽네요.,2
최고에요. 배달 빨라요. 맛있어요.,5
자  맛나게 드세유^,4
너무 맛있어요 ㅠㅠ 늦은시간에 주문했는데 ㅠㅠ,5
와 ㅋㅋ 맛 뭐임? ㄱ맛있네 ㅋㅋ,5
맛있게 잘 먹었습니다,5
맛있게자알먹었습니다,5
두번째 재방문합니다! 맛도 좋고 나름대로 양도많고 가격도 다른곳에비해서 상대적으로 합리적이라 생각됩니다. 두번째구매 전부 배달도 빠르면빨랐지 늦진않았고 점심시간에는 바빠서 한개주문하면 힘들듯하네요. 점심시간 바쁜시간제외하고 나머지시간에는 빠른배달로 맛좋게 먹을수있으니 참고바랍니다!!~ 사장님 번창하세요!또뵙겠습니다ㅎㅎ,5
맛있게 잘 먹었습니다,5
"여기서 뼈해장국을 자주 시켜 먹는데, 순대국도 매우 맛있네요. 순대와 국물이 많고 깊은 맛이 있어요. 게다가 반찬도 좋아요. 이번에도 잘 먹었습니다 ! (지금 배고파서 여기에 또 주문할거에요 ^^)",5
음식시킨지 한시간 사십분만에 도착했다해서 문앞보니 없음 다른곳에 배달하고 주소도 이상하게 찍어서 배달하네요 음식은 다식었고 밥을 눌러서 떡을 만들어놨네요 오래걸릴거같으면 주문제한을 걸던가 한시간 걸린다해서 시켯는데 이게먼지 참 화가나네요,1
제육 아주맛있게 잘 먹었습니다! 맛 양 배달 모두 만족 👍,5
배달이 1시간 걸린것빼고는 다 좋습니다,5
잘 먹었습니다 감사합니다,5
급하게먹느라 사진을못찍었네요~ 하지만 맛나게 잘먹었습니다~,5
고구마 치즈돈가스는  맛있었는데  떡갈비가 좀타서 좀썻네요...,3
너무 잘 먹었어요 ㅎㅎㅎ,5
맛은 좀 야식먹기엔 기냥저냥먹을만함,5
잘먹엇습니다...근데너무 짜요...,5
흠.. 그냥 소스 맛없어서..저희집 돈가쓰소스 찍어서 먹었어요 튀김은 눅눅한 느낌 고구마무스는 딱 적당한 달콤한 사이드는 걍 그럭저럭 샐러드 소스 양 너무 적어서 집에 있는데 케첩이랑 마요네스 있어서  넣어서 먹었어요 콩나물국은 시원해서 좋았네요,2
문앞에 놔두고 문자보내달라고 했는데 기다려도 안와서 확인해보니 그낭 놔두고 가셨네요. 다음에는 연락주시면 감사하겠습니다~,4
너무 맛있게 잘 먹었읍니다 더운 날씨에 수고하세요,4
잘먹었습니다  더운데 건강조심하세요,5
너무 맛있어요!!!!!!,5
맛있고 양많고 만족합니다 daylogin 0 1 6 6,5
잘 먹었습니다~ ㅇ,5
맞있게 먹었어요 배고파서 잘먹었습니다,4
맛있어요!! 양이 많아요!,5
누룽지 너무 좋아요!! 양도 많고 따뜻해요~~ 맛있어용,5
맛있게 먹었습니다 양도 딱 적당하였지만 저는 먹는 양이 적어 다른 사람들 기준으로 부족할 것 같습니다 배달은 너무 빨라 좋습니다 김치가 맛이 없어 원산지를 보았는데 중국산이네요. 다른 곳에서 시켜먹어야 될 것 같습니다,3
1인분배달되는데 맛도 좋아요 근데 돈까스에 밥이같이오더라고요 양이 많아서 나눠먹었네요,5
이사하고 처음 시킨 도시락인데 만족스러워요,5
맛있어요 또 먹을예정잉,5
쏘쏘한 내장탕이에용,4
맛나용 맛나용 맛나용,4
맛있어요 또 시켜먹을게여,5
가끔씩 주문했던 곳이라 믿고 주문했는데  배달도 너무 늦고 돈까스는 넘 식어서 렌지에 데어 먹고 딱딱하고 무슨맛인지 늦은시가 실망하면 걍 먹었어요,1
늦은시간에 문연곳없어서 밥 못시키고있었는데 일인분도 배달가능해서 좋고 맛도 무난하니 괜찮아요,4
