reviews,scores
버섯이랑 마늘이 증간에 들어가있는게 더 맜있네요,5
항상 잘 먹고 있습니다,5
식사로만 먹다가 술안주로 시켰는데 술안주로도 쵝오,5
양도많고아주아주맛있어요,5
음식이 다 맛있어요!!,5
맛있게 한끼 잘먹었습니다,5
오랜맘에 냉면 땡겨서 먹었는데 맛잇엇어여,5
잘먹었어요 ㅎㅎㅎㅎ,5
시킬때마다 맛있게 잘 먹고 있습니다.,5
넘 맛잇어요 고기 기본간도 넘 잘되어있구 양도많고 리뷰이벤 쌈도 넉넉히 많이쥬셔서 넘 좋아요 잘먹었숩니다❤️🧡,5
맛있게 잘 먹었습니다!,5
배고파서 도시락 비비다가 찍었네요! 맛있게 잘 먹었습니다~,5
배달은 시간내에 신속히 도착했구요. 양은 정량 잘 지켜주신것 같아요 맛은 허브가 들어가서 그런지 너무 맛있어요 잡내도 안나고 부드럽고 쫄깃한 맛이에요 새우가 들어가니 해산물육수같은 맛도 나고 둘이 찰떡궁합이에요 삼겹살 새우조합 강추합니다,5
너뮤맛있어요 리뷰로 한 명이나물도 충분해여,5
맛있게 잘 먹었습니다 감사합니다!,5
감사합니다. 마니 파세요,5
비빔밥이 정말 맛있네요 다만 간이 좀 찌서 햇반 더 넣어 비볐어요. 고기는 살짝 냄새가 난거 빼고는 무난무난했습니다. 소시지도 굿!!,5
1시간 조금 넘게 걸려서 밖에서 언제 오나 하고 혼자 궁시렁 거렸는데 막상 뜯고 먹으니 어우 20분만에 허겁지겁 남김없이 먹었네요 ㅋㅋㅋㅋ 이래서 자취 하나 봄 ㅋㅋㅋㅋ그냥 양이며 고기 맛도 미침..ㄹㅇ...대박,5
맛있어요 배달이 많은데는 다 이유가 있네요,5
굿ㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱ,5
따뜻하게 빨리 도착했습니다.,5
허겁지겁 먹어서 사진을 못찍엇습니다. 죄송합니다. 고기 양도 많고 사장님 서비스도 좋습니다. 혼술하기 좋은 구성입니다.,5
언제나 맛있어요 담에 또 주문할게요!,5
양도 많고 맛도 아주 맛있네요.잘 먹었습니다~!,5
혼자먹기는 미묘하게 많은양이었어요. 육수 양이 좀 아쉽네요. 맛있게 잘 먹었습니다.,5
맛있게 잘 먹었습니다.,5
항상 맛있게 먹어요,5
잘 먹었습니다!!!,5
정말 맛있게 잘먹었습니당  ㅜ ㅜㅜㅠㅜㅜ고기양 많아요!!,5
맛이 있습니다 배달도 빠릅니다,5
마싯네요 처음시키는데 담에도 시킬게요,5
살코기가 많아서 너무 좋았어요~ 고기도 잘 굽혔고 떡사리도 짭쪼름 쫄깃 하네요ㅎ 이벤트로 주신 소시지 엄청 커서 깜짝 놀랐어요ㅋㅋ 맛있게 잘 먹었습니다~~~!!,5
고기만..  올줄이야...ㅋㅋ  담엔 밥도 같이 주문 할께용ㅎ,5
맛있고 양 엄청 많아요! 잘 먹었습니다,5
오랜만에시켯는데 역시 맛잇어용 볶음밥도 맛있습니다!!,5
너무 맛있어서 걸신 들린 듯이 먹었네요. 정신 차리고 보니 이 상태입니다!,5
맛있게 잘 먹었습니다^^,5
오랜만에 시켰는데 여전히 맛있네요.,5
요즘 자주 시키는 곳입니다 맛있고 빠르고 깔끔해요,5
진짜 고기 냄새가 절로 식욕을 상승시킬 정도로 향기롭고 맛도 아주 최고에요. 진짜 맛있게 잘 먹었어요,5
저녁에 맛있는 맥주와 함께 잘먹었습니다,5
고기도 많고 너무 맛있어요,5
