reviews,scores
맛있게 잘 먹었습니다.,3
언제나 기쁜 마음으로 먹게 되는 길초밥입니다. 오늘은 푸짐하게 시켜보았습니다. 배달도 빨리 왔고 요청사항도 잘 반영되었습니다. 회초밥 못 드시는 분들에게도 다양한 선택지가 있으니 꼭 한 번 드셔보세요.,5
맛도 좋고 양도 좋은데 포장도 깔끔하네요 우동 회덮밥 면 밥 따로 포장 좋네요!,5
진짜 맛있습니다 꼭 시켜드세요!!! 회양도 많고 요근래 먹었던 회덮밥중에 제일이었어요!,5
맛있는데 가격이 좀 비싸요 ㅎㅎ,5
맛잇게 잘먹었습니다 ^^,5
맜있게 먹었어요,5
초밥하면 자주생각나는 곳이에요~ 추천드립니다~,5
항상 맛있게 잘먹고 있어요  감사합니당,5
자주 시켜먹는 회덮밥이지만 항상 만족하고 먹고나면 기분 좋아져요! 잘먹었습니다^^,5
가성비로 괜찮아요 추천합니다,4
자주 시켜 먹는데 맛있어요~ 돈까스도 왜이리 맛있는지 초밥이랑 꼭 같이 시키게 되네요~,5
제일좋아하는 집이에요!!!  다이어트 중인데 어제부터 너무 먹고싶어서 오픈시간 기다려서 11시 열자마자 바로 시켰어요!!! 역시 오늘도 맛있습니다!!! 오늘은 어쩐지 연어보다 황새치불초밥이 더 맛있게 느껴졌어요!! 새우튀김도 진짜 맛있어요 ㅎㅎ,5
배달깔끔하게 오고 맛있어요~~,5
오늘도 맛있어요 !!! 항상 꼼꼼한포장 감사해요,5
맛있게 먹었습니다 감사합니다,5
배달해주실때 날씨 고려 좀 해주셔야겠어요 ㅠ 받자마자 깜짝놀랐습니다 초밥 담은 용기가 뜨거웠거든요.. 초밥이라 좀 찝찝했습니다. * 리뷰 이벤트 요청하는거 잊지마세요~ 저는 깜빡해서 못받았네요 ㅎ,4
부모님 주문해드렸는데 아주 맛있게 드셨다고 합니다.   자주 시켜드려야겠어요^^,5
맛있게 잘 먹고 있습니다,5
감동의 맛이네요 특히 저 튀김가루?같은거 올려진 새우.. 너므너므 맛있어영 앞으로 초밥은 여기서만 시킬듯,5
매번 주문하는데 맛있어요. 요청사항도 잘 들어주셔서 감사합니가.,5
배달 도착시간보다 빨리오고 너무 좋았어요  그리고 초밥맛도 정말 좋아요 장국이랑 먹으니 배가 든든하고 좋네요!  초밥집 정착을 못했는데 이제 길초밥에서 자주 시켜먹으려고 합니다 :),5
늘 잘 먹고 있습니다. 매우 맛있습니다.,5
"푸짐, 맛있음, 행복",5
언제나 맛있는 길초밥! :),5
초밥이 먹고싶을때 항상 여기서 시켜먹네요 :),5
오랜만에 먹었는데 역시 맛있었어요,5
오늘 너무 너무 잘 먹었어요 ㅠㅠ,5
맛나게 잘 묵었어요,5
가격대비 양도좋고 맛있어요,5
내가 사랑하는 몇 안되는 일식집,5
70분 걸린다고 했는데 50분도 안 돼서 왔어여!! 처음 시켜먹었는데 진짜 너무 맛있네요... 맛 없는게 한 피스도 없는 곳은 처음이에여ㅠㅠ 사장님이 회도 좋은거 쓰시고 밥 간도 넘 잘하시는듯요... 다음에 또 시켜먹어야겠어요ㅠ,5
양은 넉넉하니 좋았습니다만 와사비 좋은거 쓰셨으면 좋겠습니다. 샤리도 감칠맛이 부족하고 고슬고슬했으면 합니다  서비스로주신  우동 잘 먹었습니다  앞으로 더 좋은 음식 부탁합니다 감사합니다,4
더운날임에도 집앞배달까지 모두 빨리해주셔서 맛있게 잘 먹었어요~ 개존맛탱,5
배달도빠르고 리뷰이벤트 굿,5
너무 맛있어요!! 또 시켜먹ㄹ게요!!,5
아주 맛있었습니다. 길초밥 길에서 드시지.마세여,5
맛있게 잘 먹었습니다,5
맛있었어요 ^_^b,5
"매장 옮기시기 전부터 단골이었던 초밥 맛집입니다. 음식도 언제나 빠르게 배달해주시고, 요청사항도 잘 반영해주시고, 방문할때도 너무 친절하셔서 초밥 먹고 싶을때 언제나 길초밥을 찾습니다! 사장님 꼭 번창하시기를 빕니다!!",5
우동국물 엄청 많이주셔서 잘먹었습니다!! 초밥 깔끔하게 잘 담겨와서 기분좋게먹었습니다.,4
맛있게 잘 먹었습니다,5
"이런 초밥 배달집 하나쯤 알고있으면, 코로나 시국도 견딜만 하잖아!",5
오랜만에 초밥 먹은건데 정말 맛있게 잘 막었습니다!! 하나하나 다 맛있었어요ㅠㅠ,5
불초밥 맛집인듯...  하지만 모든 초밥이 맛있어요,5
얼음까지 올려주셨지만 따뜻한 초밥이 됬네요ㅜㅜ 맛있게 잘먹었습니다,5
오늘도 잘 먹었습니다ㅎㅎ,5
배달시킬때마다 항상 만족스러움 👍,5
항상 맛있게 먹고 있습니다.,5
배고파서 정신없이 막느라 사진도 겨우찍었네요!! 가성비 훌륭한 초밥이었습니다^^,5
새우가 싱싱한 느낌은 없지만 가성비는 좋아용!,5
가성비메뉴가 생겼네요!! 너무 좋습니다!!! 맛있게 잘 먹었어요!,5
맛있게 잘 먹었습니다.,5
맛있으면 등장하는 밤만쥬,5
말해뭐해요 그냥 너무 맛있어요!! 리뷰로 주시는 황새치불초밥도 진짜 맛있구요! 회덮밥은 길초밥!,5
회덮밥 진짜 너무 맛있어요 리뷰이벤트도 꼼꼼히 챙겨주시고 감사합니다,5
점심으로 잘 먹었습니다,5
잘 먹었습니다. 아주 맛있다!,5
맛있게 잘 먹었어요 ~^^,5
너무 올만에 시켰네요ㅠㅠ 담에 또 시킬게욥 ㅎㅎ 역시 맛있음!!,5
배달이 1시간 10분 걸려서 그런지 배가 고팠지만 그다지 맛있진 않았네요. 예전에 매장에서 먹었을 땐 맛있게 먹었던 것 같은데... 초밥은 다닥다닥 붙어서 그맛이 그맛 같고 새우튀김은 마요네즈에 불어 눅눅하고 우동국물도 미지근 초밥은 매장에서 먹는 걸로 해야 겠네요,4
맛있었는데 오늘은 전과 다르게 회가 아삭아삭했어요 ㅠ,5
여름이라 걱정했는데 얼음물 얹어서 배달되었습니다!! 언제나 그랬듯 너무 맛있게 잘 먹었습니다 ~ 감사합니다! 또 주문할게요!,5
오늘은 간장을 안주셨네요 ㅠㅠ,4
잘먹었습니다!. 배달 시 초밥이 흐트러졌어요..,5
배가 너무 고팠는데 시간보다 일찍 와주시고 감사해요~ 회덮밥 맛있네요ㅋ 회도 많이 들어있고 양도 많고 배불리 잘 먹었네요~^^,5
어제 못남긴 리뷰.. 급 올립니다ㅎ 맛있게 잘 먹었습니다. 회를 않좋아하시는 분들은 소고기불초밥추천이요^^,5
요기요에소 가장 많이 찾는 곳 길초밥 후회 안 한답니다. 서진을 못 찍는 것은 항성 먹기 바빠서랍니다.,5
맛잇어서 지꾸 시키게됨 중독성 잇음,5
언제나 맛있는 길초밥 오늘도 잘 먹었습니다😊,5
맛있네요 양도 푸짐하구요,5
#식후감 이번에 두번째 주문했는데 여전히 맛있네요~ 특히 다른데서는 맛 볼 수 없는 황새치불초밥의 불 맛+바삭+적당한 단 맛과 기본 초밥의 신선함 때문에 자주 먹을 것 같아요!,5
